AuthorId,PaperIds
1584405,635080 1573663 979986 525529 1161635 445881 975830 451040 349406 965372 438608 1334121 1980418 1823309 452614 798420 390429
2051353,2130510 1649043 1529518 1508113 1076496 344023 2173885 1719174 1458764 835897 798501 507946 415574 249671 1647075 724349 198323 125986 1595731 1955444 1729171 1717640 1247875 869637 109244 2175256 1159890 321002 153686 2140013 1640009 1480119 1290284 206308 2231021 2218746 1940316 483747 245539 2144500 1414300 741768 677446 636053 1208775 1166717 629982 825349 1976984 1687221 1439221 1554578 554587 1747418 268860 518422 345793 1548980 1501214 1296087 693054 25862 1249588 1101294 1713618 1418130 862001 1951465 1132142 838063 307761 300069 160629 72910 19867 2213448 2195298 2190836 2130644 2010561 1992973 1962962 1949402 1932438 1915097 1852392 1798407 1734069 1698288 1642258 1620233 1619789 1446728 1417324 1344654 1300072 1254904 1180656 1170205 1167631 1023115 909878 880322 764289 747941 629645 568477 560766 482435 315208 177434 167078 131347 599654 1397474 1886842 1347279 372815 47637 2070722 2014952 1995452 1972873 1694718 1678260 1555330 1406580 1189602 1057434 917084 861955 786412 596628 322357 97342 64036 30582 2119777 1840462 1492652 1482341 1448978 1261640 1018362 850447 490742 243855 623550 329812 984035 1371916 1605163 2190210 1906253 1441503 1368186 1365268 1232232 1008936 570189 232747 157168 2241789 1093673 797283 507506 66156 1963620 1932016 956251 553018 41565 1895488 1447231 495132 2221985 1324422 1321414 946450 904332 358418 324589 1409524 699855 1713974 1344845 1117299 339966 105031 1214638 52830 946086 1802801 693593 143787 1764377 1294158 1617135 1544705 246105 1155910 171714 2179898 368984 11663 1727266 1218888
699675,20538 1217990 1713472 318561 2110312 1919186 1217100 426894 207526 1710300 1111873 1766253 1468114 391166 222795 1158866 1768454 2202228 622895 2006791 707284 2061466 1296994 335388 102366 1742749 1672273 819857 2134182 1894471 1736165 1641965 1201734 734098 253127
159010,2246100 557458 1665677 942156 2004264 1453002 1200515 220462 1546526 930828 1797509
134443,392638 2201730 2135559 1570853 489860 1049046 1037057 1902208 1183916
1371438,1496314 1202177 1918580 341348 1010194 775161 323021 1156959 2149585 819255 866105 715165 358527 186636 1665472 232678 1875519 2046243 578175 982282 839982 772230 1275371 1150036 1518790 1905538 431027 416280 113299 1835918 866704 889653 627886 2009440 1099405 142342 2093089 1233543 212923 161490 1742461 1670868 1382613 415059 1938873 32452 1823701 1645937 2177256 2084190 1947603 1640313 1319674 1233045 1205070 649761 641286 450717 390159 342077 26394
2272559,1976440 1821371 1752872 1675187 736117 1625448 868875 733666 1154131 35299 597163 285073 550700 397885 727727 604642 210618 472406 282000 1236781 930859
1330484,664491 2026598 897484 1871722
576823,1127275 1090250 514070 145668 2224501 1158515 817701 460480 1759480 1041300 240607 2143456 396131 1791238 971519 663363 663363 1929218 396445 1978176 879347 879347 644383 1972976 1306563 2061366 1809804 1565459 1553896 1402535 1339450 489013 401658 1282515 1051507 1051507 2136223 2072255 2023080 1792454 1776713 1613446 1012790 992883 703697 393081 262871 230483 2185963 2117119 2064429 1766493 1302381 1249906 1075153 976886 372308 282257 1713969 2025775 2025775 1688738 2216277 2216277 1730454 1886392 1725247 1486325 1216621 145308 1851020 169759 2165354 1687086 281669 228741 461328 892721 572834 1555952
1322302,1749012 1105722 1865635 73869 815645 1997835 1661972 1466233 278908 659441 218630 1576734 810104 156851 647273 900034 1398676 1041699 1701480 1842856 391673 1849436 1728424 444819 2066603 120375 548482 2236405 1572315 821087 2255275 2242494 2225056 2206101 2166313 2164780 2162309 2142952 2125901 2089222 2080329 2030077 1995333 1971214 1920813 1920093 1898922 1885975 1876591 1837044 1835813 1793695 1758382 1725177 1669475 1666755 1626902 1556610 1510920 1494972 1487646 1480602 1470733 1469703 1437274 1418126 1405597 1402058 1394244 1362040 1358884 1329925 1314092 1311598 1301562 1276760 1265998 1235728 1190095 1154486 1128209 1106005 1105162 1105158 1061930 1016768 998591 998557 960923 958619 956849 940825 904290 865700 847487 832888 823247 794806 775857 758877 745994 745646 744204 727333 703538 693376 685211 675774 614958 613072 560862 543935 452099 451561 371053 352953 294932 262939 251330 232973 230350 216629 214602 208657 207119 203329 185985 151409 126607 112298 112273 29974 12545 2464 1755471 2149615 1833322 1225365 1367370 2039563 1725684 1002153 594084 1306685 806846 474353 2126113 1662171 654722 170134 1510935 677324 595132 1216881 989725 1733753 755163 750333
838975,557132 980372 728030 1152271 1227329 1279555 812538 150624 734437 938378 2022303 1733867 1560952 124845 1426061
1117513,1039183 854623 1097251 872794 692712 1741636
429388,1364499 1178654 963261 2120717 669769 2224723 69235 1983185 1058774 5238 1942446 1759283 736869 1641389 1190082 511712 274387 853795 1553412
1412430,829881 18349 364570 1347046
1322322,1287247 1287247 175756 175756 420949 420949 304999 304999 1699318 1699318 1871641 1871641 55908 55908 124865 124865 983783 983783 143379 1865780 1865780 1559107 1559107 1105548 1105548 324286 324286 272110 272110 691761 691761 1339388 1339388 38112 38112 1196583 1196583 504276 504276 692882 692882 934938 934938 585385 2248013 2248013 825821 825821 612548 612548
1248595,1304640 1778697 1035152 161068 882049 331974 640576 847544 144783
2288980,2222024 1763634 1485167 1335759 1233455 727498 117812 2182384 1793133 975861 2225367 2070042 1444067 991843 955867 912724 755786 617996 404002 369022 223408 1911225 1072022 628454 2064229 1668042 2046044 812615 742783 435405 278081 66541 242386 471816 838649 768499 220056 1815693 1059844 1768894 706071 146700 2005032 1694302 875491 351113 2059901 1563495 1410469 1249835 1015347 1982151 40746 1247033 1685391 982143 1205896 440883 2032478 349903 2192347 1728763 1709095 408406 1858157 1814301 1729529 1681386 1637038 627823 429154 691731 2132144 1906744 1191319 1147705 841430 711305 448158 242482 114200 39174 2018170 1376313 1083625 531583 249550 1962522 952281 1364331 1203540 359773 115861 1918214 1487074 1408788 1180398 795341 446305 360676 309451 958807 1465282 1396501 1373825 1198349 528640 129565 58510
1936731,588639 2139735 1986689 116347 2000658 1969642 170960
1404253,2252024 1623845 400550 282632 1961533 1284972 2137041 1577463 399089 2141840 1751670 1238269 173928 2118620 2051402 1830788 1821637 808814 576721 470974 1833259 427306 1882494 1624830 2214207 1546273 1202765 2239612 1383302 361760 1787833 1551347 1374254 83312 1411642 879130 1621533 1612201 832776 588979 118919 830000 303277 615423 637553 889407 2179895 1992066 1483700 775760 300295 372892 253226 579789 1569770 1511819 1104689 1949935 1477248 2025772 1949112 1917091 1398093 366478 1648695 128346 443872 115 1838561 185645 249338 2179026 2059232 1088297 1362217 2139881 1953222 1884601 1675235 1131325 1756619 2002569 1351217 133385 17959 361012 1947989 1771596 1296237 778133 1482058 1522757 2108526 1372788 164210 1508155 752327 455104 231257 1262871 2208763 1911309 1154721 716222 1655572 2203384 1949021 1060545 399717 321652 1169767 1660129 1434495 237138 103833 2212326 2015957 2013153 1113423 673371 2114731 1073421 705144 445900 443161 347545 2131641 2016968 1285349 1054103 1043252 687753 387744 2214030 2174692 2137625 2076272 2051666 2017617 1885596 1863496 1799208 1773499 1735880 1701831 1684565 1580549 1476630 1431258 1340927 1282540 1140819 1035134 1027459 980814 833535 808183 802712 747674 739533 657933 403494 373140 299949 267307 246143 227165 214542 167556 17198 11560
380256,2207221 2195848 2056466 2048401 2008067 1883200 1770736 1755923 1742833 1739970 1711466 1630843 1620348 1561520 1500191 1497072 1450366 1335674 1313923 1301965 1261657 1207294 962784 786695 784685 735532 726752 670704 647983 484333 480011 235494 184323 519314 1619332 1609353 1333132 1139199 976739 819782 786099 657592 623209 620851 608851 318247 294022 76856 56329 8754 2244582 1507832 274044 431498 756631 1693145 1952049 1191491 2066513 989178 861913 652751 317959 1966375 1445680 1128380 888573 569448 2206643 1523135 984604 1138011 1565686 1939196 1845450 1754713 1541986 1451905 1440018 1382108 1269519 1209664 1038256 448594 390348 227478 149392 1009642 992197 109699 2170530 1142494 2058690 2027397 1428467 1066355 1020623 983382 656250 943130 1455294 1357049 682452 1589636 25597 248846
1461603,2168939 2111654 2088448 1942797 1838834 1690685 1577631 1294328 916948 835847 630101 395794 364109 1081555 334535 1992319 1431763 2073646 1789672 1378393 1153298 899980 454357 179036 1438817 1287664 2151283 2093978 1966272 1580424 1123094 1080922 868560 606045 202179 573828 2138171 2038919 1051484 146078 778728 421260 2168656 1668395 2013836 2013984 1247049 829123 388239 492119 803441 2245689 1534397 1809291 1804816 1577633 482209 1750056 2207915 2102512 2086629 2000250 1742155 1315053 927582 770645 478551 277805 26968 92603 2084243 2002116 1521220 1465438 886454 245865 115932 2245799 2109157 2109157 69046 1598854 646317 245179 1997648 1840489 596442 475028 2160029 1372849 402427 30368 1780033 2174003 142751 2226818 726458 1041202 755862
912741,2078397 1780188 1677338 1046541 287280 1170916 38587 1993359 1942201 2253249 1892822 2010331 1004606 255194 405834 395438 1567486 1849925 1767017 2139383
929138,1265400 1093093 1797725 957528 2243567 2108163 1139866 1414578 1414565 1205835 961173 826642 280330 96334 6513 2218050 2173045 2169905 1983768 1789745 1609845 1560810 1456784 1221754 1178353 1100819 1034600 860469 745939 713199 710604 450001 260120 95960 22373 2117379 2004115 1575770 1045954 2185420 2028629 2005248 1958030 1893401 1694185 1594479 1348675 1289334 1282920 1093244 803116 699023 425850 349680 269725 231036 154124 2009397 1896342 1823825 753799 2045313 1757280 1189965 948264 715277 373076 2217625 1877745 1781417 1006740 597824 197355 178674 253805 1661066 1624206 1138958 492258 1169609 1676832 2052270 1874765 1722064 1642847 992318 957062 64506 7381 1853383 846356 810102 110748 765153 1218630 453356 1744329 1184697 946945 181068 2227360 1352764 1264222 881835 1759728 2024769 1529650 1089121 1011432 725703 370263 308572 59034 1274009 1230000 1262173 1047380 725408 1949808 2149802 1938467 1719201 1649029 1426539 671045 16922 1603119 208459 1759885 1109200 1299094 189347 1697724 427480 14576 351781 528492 28953 2150567 2017482 1864003 1925914 1822563 1238877 993026 591942 250385 119386 8872 1343806 662625 523682 1544388 1803691 2079934 2029951 1232158 1531684 778775 2210098 575436 1973499 1253902 1920942 1500538 1162066 1154473 1111767 815352 764203 652546 514955 431891 414496 378963 273362 5243 17375 829124 1792727 1731508 1723292 1704531 1693290 1665030 1561090 1508032 1462165 1392623 1184018 1177298 779465 507110 472826 455509 418470 249719 188140 2051531 2211499 1174226 134521 318593 1915114 1236106 2147015 498144 354644 2051395 1669487 1416254 1401359 1174335 1123541 445559 1913636 1656322 1431674 1288722 691351 690061 1568014 1429602 1421395 1285187 499945 343220 1659582 1623463 1615036 1335900 644576 291300 2218320 2092781 2081390 2053232 2028069 1693896 531232 428509 65674 1176841 1774274 2005626 2254315 2038635 1751990 1430419 1251071 1249359 1218111 1178475 920057 463463 427955 356557 236509 210564 884325 846352 485791 65364 52887 1010626 1013105 204442 2240825 1910272 1895835 1768950 1664212 1631208 1596650 1511212 1355868 1343267 1309601 1296992 1290632 1219044 1218871 1171783 1156633 1045935 914897 878009 679487 652141 370801 234528 194999 22865 910151 305340 1932717 1920940 1865333 1413885 1363965 1288554 874631 853650 550383 502524 14414 2204971 2151640 1888210 1818448 1753938 1566668 1514596 1124906 1046165 511612 485213 115825 2135216 2080290 851314 603708 244160 1979918 1921928 1528119 1469679 2136952 1498524 1300450 936049 727454 460507 2222166 1489633 1483266 1373312 1308626 1241772 275100 190237 82738 10191 963741 1573946 2243980 2002160 1331403 902586 413737 273346 11377 2039489 2027863 1651822 2009092 1904756 1891496 1424014 386014 55071 1866645 2237592 2074866 404663 2155773 1714156 1629089 1463993 158870 157922 2232236 1395433 365077 1580643 1196842 816823 2254994 2252036 2247532 2232972 2224190 2222571 2214487 2184797 2183198 2172956 2170157 2155339 2138692 2133646 2124557 2103310 2067481 2047972 2043488 2039124 2025709 2011596 1993355 1954283 1952425 1949017 1913014 1910571 1882934 1881016 1878692 1876093 1846349 1833746 1826238 1812744 1803705 1784488 1783898 1763085 1762753 1756604 1739060 1725325 1717021 1660284 1657268 1637306 1573497 1556636 1553350 1553116 1539815 1521254 1516490 1505446 1498352 1452237 1449774 1431747 1430527 1423250 1404780 1404423 1388085 1356615 1351306 1339010 1335231 1330540 1321090 1306088 1270225 1264798 1249675 1218439 1207514 1194933 1165727 1159757 1144535 1136930 1130307 1119050 1102870 1081163 1066231 1060043 1042322 1034487 1028183 986155 983465 979065 975549 970708 955331 948551 948441 926781 923642 918518 910128 896398 883362 876328 863654 859588 858132 850746 843449 843006 838241 737300 733853 733712 718166 701910 701241 687367 681020 670241 661003 660061 637977 636398 611135 607240 588871 577675 571847 526133 520888 503531 459231 445666 440735 433540 414064 372073 361469 333969 318426 317480 310035 309514 282754 271221 226904 205053 194760 191457 185355 166602 161628 150195 141319 140682 120771 117621 105462 101048 74376 68002 65521
2207095,297240 709503 2134383 1572574 1099392 1017216 61323 685760
1009558,1454235 1714387 870795 1947723 337148 985847 355923 2025442 1797010 1216548 367858 178724 431387 534894 1503497 1067923 1671486
1088748,2007467 1136903 819710 1688772 707514 404937 931614 970667
2100627,900814 539420 1683988
2043287,1070612 691997 204727 2167851 2058109 1561461 1318097 989356 15704 1642013 856517 395283 1727423 1665178 1621905 1287783 1876563 1098903 229218 132441 96253 728961 938088 593735 178379 2038380 1899778 1913189 1403906 883432 721593 394106 439038 430209 1225835 450221 2244291 2171550 2097595 1986622 1905676 1725107 1687658 1472683 847251 470734 463360 59231 239422 1958452 663622 1382324 2148703 1563308 180939 1639271 653745 1175534 1167736 1534044 1324887 428735 60520 1788272 1882016 1839492 1538423 1189177 990962 840199 544014 367209 254629 132220 250179 699387 1237473 1894179 250598 541958 1492035 421939 407524 309437 894830 580405 397421 1552210 1540672 923150 1309845 2081287 1268213 1184834 2144087 1885005 1260880 395239 2067078 690048 549964 448314 269042 1916892 1468993 103701 2105072 1206083 638816 259439 2142452 731242 220311 451221 1181108 147483 1154617 74252 1505606 34800 2092732 1728774 1396563 901495 296218 1929830 1425468 1676364 1793831 1084157 2142642 1826485 860020 362374 1060867 46151 1075217 2088292 1352272 1316176 455056 1351816 216141 1721528 1002041 1783052 1689067 2041687 1428826 562971 1635446 1179455 998789 1024 1263455 2142285 734268 247683 105297 2069198 2029120 1961953 1718182 1629876 1564399 1551718 1526005 1516988 1442054 973996 951721 882770 754297 747223 675790 619317 515442 468746 381561 351830 2129005 2102628 2053068 1956463 1916762 1824607 1646023 1460786 1450561 1269095 812272 778959 771922 350249 321366 3428
1404333,2016447 1697487 1641130 1442296 2045272 151235 1253655 140275 1995071 302682 181373
1985974,1275419 37239 1103347
1691067,1077604 761797 931872 541418 2226535 1128296 795947 2035561 210101 50641 458353 1452489 970164 930520 1236464 1192565 697576 924990 501737 44873 1869332 2240929 2151356 474775 2013653 1862852 1466025 1119614 947475 1130904 1424750 1723115 2090082 2251906 2046021 1210416 747029 1964862 1375183 624468 477701 286912 2117172 304977 1383316 128557 2223455 1323006 873001 828892 230771 151527 455154 1472672 131677 1741651 434871 1439713 2250346 2130676 1413853 2106619 1682735 338087 645557 590073 2018756 1943112 1513735 1387954 807963 72844 2163094 2233855 2045621 1947639 1529506 1991893 1128282 1010888 461654 1269147 379004 773099 1920944 1705394 1349476 1579554 1487907 1098957 935126 734103 673077 542821 418442 82679 2247185 2087705 1398058 1767894 1958488 1925212 1106487 2064816 1842365 2165678 1708442 362582 283202 2166826 1878213 1337409 2190927 1887845 1837895 1678577 1549459 1119620 1097652 652720 178190 130738 2134519 2015424 811919 802196 82750 1316191 1850012
1691070,115965 2061510 1810695 1477768 1170302 761620 15809 785772 1663802 796757 620816 2063967 540974 248996 1287601 1234360 1961912 1955416 261864 283845 1623518 222852 832294 1141647 963447 1725628 1425810 892470 557436 1623838 460794 2150929 2188099 1724718 1662955 735047 423764 155584 186208
1854914,1297343 1063417 140706 854485 1299192 1947971 1323905 1808334 904416 587322 364970 4743 1313342 840970 2205732 1479157 1316857 1056441 341019 2113508 2059860 1203337 206414 623910 422798 322995 860179 201284
249286,2094812 2061755 1847774 1015278 337421 149487 1988472 1960037 1592373 1268614 290796 2114487 2039186 1994813 1365992 1380054 642762 342389 1331813 451935 234767 1902905 1453492 1044259 414245 1786189 1788348 1786767 1281361 948747 791921 680646 1852508 1662726 981287 705768 575059 992195 407600 69456 2221323 2162445 1919216 1872819 1482880 1377893 1341144 1102410 817763 620536 442827 368367 184032 2081698 1983163 1955991 1656488 290633 2174625 2056709 1920307 1436052 1096427 717768 1965659 1792373 1677609 19818 1760885 239527 712093 2041240 1440415 1178394 957229 2237094 2204174 1713589 1567309 1501631 1039748 746875 534405 97019 1758831 789213 237919 2203517 2092120 1839456 1777328 1484286 1479132 1203715 1179899 1080316 904977 865940 761358 530625 374270 129304 15361 1697833 307439 2185229 2163371 2052431 1885368 1868091 1827161 1817177 1816288 1562839 1427121 1395359 1287879 1211540 923207 860794 837743 509969 437168 373005 338722 118168 113229 1966913 331095 1534270 405608 2209696 2046525 2027642 1106374 585098 545579 538344 2230828 2179574 1802067 1598863 1511492 1425670 1273493 1262980 1110758 1042440 724239 709092 408205 363383 227585 1920371 738729 506827 1531598 571583 31822 408643 1133180 1623998 464687 965540 181994 180212 2003865 1935349 1022644 959036 871491 380777 2197333 1785207 1155001 1101350 1096329 1062286 499995 184156 1931215 1686451 1413526 2051977 1312173 1165635 837185 749385 233814 172999 85885 1707098 564574 898223 1131733 1092252 711222 1892977 1528094 1046164 718574 596705 1884466 1593388 1415841 454259 1214125 774817 492688 2125989 2082813 1926404 1802831 1204300 910757 36955 127649 2244769 2236537 2206078 2184357 2154694 2126008 2123641 2100162 2090254 2084841 2072008 2067304 2045759 2029793 2018347 1996625 1992773 1978211 1939237 1917118 1883847 1868296 1862048 1860250 1848963 1845771 1787590 1781886 1742533 1649602 1577001 1576538 1557576 1547132 1529559 1525311 1489830 1480102 1476360 1471182 1445365 1391947 1375400 1341986 1332752 1270911 1266185 1224822 1217806 1200084 1191160 1166608 1164869 1154826 1146399 1130424 1122338 1117404 1099984 1079706 1075152 1034916 1031580 1004064 1001365 988055 973661 970621 952736 920958 911600 896430 882282 845556 840373 831888 825372 777569 762889 757482 739193 726484 705264 692778 679690 669328 633979 622914 610611 599084 590468 569144 525623 485931 479829 475164 446511 446322 431508 406161 404356 398546 377492 345205 317440 246021 212528 180810 119897 87520 80162 66985 60609 23015 4633 1240
781768,1643954 1304824 2190437 2123903 329662 473561 1645471 572393 1327905 10324 1910550 649391 2128582 1965748 1717670 512522 2090070 1330026 1262743 1336117
257483,140701 2233053 832267 845880 1102357 1367927
789974,1550882 1208969 1025086 999037 1628837 979963 1127105 406161 1786869 1383458 1970055 1879693 636665 383686 753748 359006 117543 432510 1033810 788311 2167094 1415757
1986007,879828 1715150 1219089 105429 1981247
2019919,1916792 1402810 1579356 1767215 369303 734667
380387,1926024 912125 1000987 1801678 2014693 1917678
2248167,601696 556690 2214106 1342940 1526156 1697776 847277 443537 1159796 1855230
2067944,150624 2145204 1534095 1894957 372433 2060245 1204105 1190633 976776
1854957,1880340 431881 1417653 92215 1577040 1204624 217863 1177264 722286 1397604 1392286 679430 1723715 899570 785212 111901 1702359 1520364 803560 767267 1351733 1180789 606785 2100796 544419 2007462 1600561 1535602 136817 1761970 453067 993247 934723 412189 1870205 1579466 60342 125953 1586928 1382447 1716137 1189588 524373 1873160 863633 2083876 1139218 1565663 2153401 2193860 1008326 839750 1594916 1251699 1029314 1005461 2257321 2031822 2101711 1780946 1065806 1401331 2248854 1926449 2183311 1700902 1473246 1777233 1205489 95879 548536 453634 2065985 1705844 1678135 1026405 1522411 882065 1757937 1611312 1345220 931994 892132 544630 236422 37101 2139663 617064 269461 1914668 1883957 1145900 346441 1001231 2127510 1212618 1657892 1140641 1500569 1172243 1852274 2133703 877253 117288 1948863 578758 2115303 1570390 1492471 1299364 448174 154914 1534828 1510729 1411117 2094442 1840115 1831198 1577762 991459 449217 236437
2149876,257530 1732801 1788890 33976 1935766 936348 972742 332752 2094393 1433002 873797 818220 328405 275064 1044532 718364 2110517 165854 983017 1928719 1877517 253300 976002 2138928
822777,1850480 539060 550791 1967365 226929 2008779 1599516 424888 360587 77790 1678592 2026854 1213840 711473 554036 2245919 301947 205786 24117 773330 1340189 584848 1481847 2193931 870404 706400
380413,1992975 1660988 1466482 2243452 2208773 2033088 740516 451851 442098 355299 153742 624842 570019 1034236 2239469 1917864 1705663 926654 656152 544571 112315 26507 2049736 1256500 899950 450228 601328 1489662 536203 1159124 397465 388450 284057 42760 86068 73902 941706 721444 255400 1703943 1640810 502278 489922 330297 554336 399552 1490815 57739 2254100 1544217 1380791 790679 29093 2155148 467537 1205362 452212 2113322 1011680 931030 934100 437975 2103532 1929623 1694523 1492297 1421771 1110559 1819919 1554002 1116902 1114447 586877 364539 723009 1195397 2139506 1961271 1853232 1401828 922787 1612121 1403124 543385 1275544 1832692 1195550 1534428 1274428 445639
1003007,2148224 976590 769487 194252 1603572 1243776 2121461 905565 2176820 1297378 1106276 2258757 1449033 173251 2244869 1985129 1581485 1026155 941526 913256 691826 418890 383337 2169301 967515 1779749 1396947 343436 1023277 856091 328082 257449 170723 12300 1850457 1673385 1659402 1300644 1049759 594536 323649 45320 2095077 1405404 875 1468796 1768228 877066 1251113 410529 1309760 2127872 1563343 1170349 1694709 2235026 1911463 1900295 1359246 2120168 342259 277510 337178 1624871 533169 2170488 2087551 1615521 178517 433870 1787070 179157 2255732 1828317 1610562 469421 1950044 1725174 1479674 650363 41737 330409 1266104
1191427,1947180 2204213 1276734 1269110 697405 603861 1016985
413196,727768 917898 482153 935508 2031354 162035 1938199 1053989 2201783 688765 550797 1468807 2195763 298528 1913948 1249035 804510 713778 367350 1605830 902301 1498586 1135830 2238175 1305234 871872 636824 266349 1806024 959726 209326 105709 2198546 290194 1953974 14430
2272806,1429756 986656
1207847,2233367 2204489 2179814 2075127 1987271 1977294 1868206 1858656 1665457 1565276 1509406 1479076 1448868 1269473 1256526 1194596 1141673 1127781 1046656 1032122 1024535 910531 902465 844913 741428 738824 706620 705040 700121 693780 680468 658656 617133 559321 532389 436132 401667 388302 369726 238085 196273 193285 121133 82489 46322 937858 2215604 2071721 1916828 1859760 1661990 1418690 1367828 1026507 918117 885941 402482 328847 135093 1996478 1572810 1474490 1286230 1038737 2045319 1996931 1871234 445379 1769895 421511 1501229 1296999 685827 2209569 1971247 487748 2172762 203707 2034365 1772977 1037184 1942704 1695859 1504489 1402172 1328942 1072106 1053500 996632 519935 493532 2152250 1970335 1751884 1613028 1413088 1093350 826948 558405 511718 476378 451974 244375 218074 2228978 2144379 1853550 1086743 827077 678673 241495 1804620 1101708 763319 240489 22600 3605 101653 874328 618003 1768963 2227246 2172787 2053443 1504523 860273 408276 215147 1254933 1221059 1706259 1657161 569924 82359 2233458 2056371 1895880 1827675 1795627 1673031 1422517 1014018 939140 721012 656860 258586 1416469 1224853 527007 189773 575730 1386454 2180410 822526 428913 604646 1309722 119967 2142007 1926363 1503762 1238168 621471 533571 387511 57992 2166759 2253580 2183037 2177557 2051297 1790239 1785903 1688298 1685004 1546053 1397953 1341410 1300078 1196170 1172247 1130449 1100193 1092966 826701 800761 777471 696980 614972 512019 479389 457789 429114 417205 269886 1550543 1675154 1617890 986000 1907867 1216699 953622 297857 221618 129809 70168 2039987 2019471 1944130 1703107 1570428 1412779 1280897 1163501 728814 662152 575402 489027 432892 252082 28940 1378330 1011812 609409 1230361 2155485 2122663 2071771 1995713 1978822 1823271 1746039 1599853 1580264 1541496 1231838 1126903 1087338 1030684 999962 971400 643496 399304 196471 156278 482139 2177419 2085010 1185548 891178 447173 1999780 1040523 967283 1948668 587574 369570 773980 51489 1499299 516047 1371312 661426 492710 2182044 1188838 252871 2218542 1131632 1091179 251775 1821470 914414 541063 358300 1938308 1387586 1109928 465986 125708 86944 80270 943390 7978 1064946 598416 1804428 1726908 1692636 1379633 1243351 1091311 759533 510048 234312 179784 2185554 1631913 1566490 1512894 1151470 1056725 587490 2119053 1643358 787149 586523 1639492 2063581 1731184 1012085 1834654 1493130 1433407 719372 645938 3236 2146696 463553 390915 91419 97712 1713738 1410566 308054 671018 2160836 881489 794888 7207 2019230 1046993 1903955 2244953 1938960 1182822 713329 619408 1266413 1479477 2108261 1338914 805460 1844846 226397 137089 1487364 579873 39624 2067603 1745133 1383167 1156744 1080283 957166 1051086 1031325 962111 180058 1253997 970449 1675119 599514 23323 150567 1127596 1954856 1411736 1056859 1433838 1045726 1781954 2252797 2241421 2174344 2025036 2024693 1884420 1861077 1772344 1740697 1726261 1701346 1657975 1575265 1481649 1449719 1412298 1394122 1341962 1315664 1231827 1097914 995622 990119 947142 915888 744278 742740 479184 427377 415106 202518 111318
364073,2234421 1370610 501385 1348547 1493299 1958824 523620 1235092 727841 384301 943773 1031626 622435 1441438 2147397 1144181 719626 1647938 1619782 1395885 1173592 1010936 691742 39080 1962414 1628440 831535 824248 1497989 626366 1606177 758042 178370 2113995 1496702 920252 920252 846997 846997 139522 1000208 2074624 1261639 330551 171418 1378611 1048686 1920319 1734031 2238301
1830443,960078 797161 1742374 965115 1904816 1721491 521709 1699127 1590348 1244474 2155218 1901096 415153 2187833 520214 202112 1116333 529371 2080144 2014584 1513660 1493504 716531 751387 712424 1260163 73358 593332
2027054,1905929 2158796 2140100 383393 2092530 2045091 2020844 1802483 1793096 1533190 1174878 844957 844957 844957 222933 75080 31319
1257012,1535169 953824 749564 1943714 1563256 1144802 787992 352040 309251
2256442,1982555 1982997 1289526 1596457 252457 22287 1770837 1818182 852745 1269755 590851 376355 627689
28219,1791923 1588027 109827 5770 1220941 1144676 1025108 623567 83820 5120 1652378 1456144 1150031 1116196 631751 586226 82050 680300 167565 1835483 1902112 1890179 897275 602134 335385 303593 1955611 1680681 627675 1399749 1325050 330872 1931375 774485 1422005 1703055 1862163 1852837 1078812 660242 654955 333598 487655 447407 647888 401615 2060242 1594284 1706816 1731420 1581445 128718 780897 1464976 68017 383133 2184495 1637736 665753 2247914 1696145 1481346 1084963 186104
1658428,1577835 406554 2143849 1438981 1784268 2188496 2082600 1174113 166102 2034687 1360148 625700 1979687 1791441 2236292 1194732 676346
